,descriptions,must_take,program_name,track,elective
major in molecular engineering -- quantum track,"['MAJOR', 'Three advanced electives selected in consultation with the Quantum track advisor.']","PHYS 13300,CHEM 10100-10200,PHYS 15400,PHYS 23400-23500,MENG 26020,MENG 26030,MENG 26201-26202,MENG 29501,MENG 29500",Molecular Engineering,major in molecular engineering -- quantum track,MATH 15300
major in molecular engineering -- quantum track,"['MAJOR', 'Three advanced electives selected in consultation with the Quantum track advisor.']","PHYS 13300,CHEM 10100-10200,PHYS 15400,PHYS 23400-23500,MENG 26020,MENG 26030,MENG 26201-26202,MENG 29501,MENG 29500",Molecular Engineering,major in molecular engineering -- quantum track,MATH 16300
major in molecular engineering -- quantum track,"['MAJOR', 'Three advanced electives selected in consultation with the Quantum track advisor.']","PHYS 13300,CHEM 10100-10200,PHYS 15400,PHYS 23400-23500,MENG 26020,MENG 26030,MENG 26201-26202,MENG 29501,MENG 29500",Molecular Engineering,major in molecular engineering -- quantum track,PHYS 22000
major in molecular engineering -- quantum track,"['MAJOR', 'Three advanced electives selected in consultation with the Quantum track advisor.']","PHYS 13300,CHEM 10100-10200,PHYS 15400,PHYS 23400-23500,MENG 26020,MENG 26030,MENG 26201-26202,MENG 29501,MENG 29500",Molecular Engineering,major in molecular engineering -- quantum track,PHYS 22100
major in molecular engineering -- quantum track,"['MAJOR', 'Three advanced electives selected in consultation with the Quantum track advisor.']","PHYS 13300,CHEM 10100-10200,PHYS 15400,PHYS 23400-23500,MENG 26020,MENG 26030,MENG 26201-26202,MENG 29501,MENG 29500",Molecular Engineering,major in molecular engineering -- quantum track,MATH 20500
major in molecular engineering -- quantum track,"['MAJOR', 'Three advanced electives selected in consultation with the Quantum track advisor.']","PHYS 13300,CHEM 10100-10200,PHYS 15400,PHYS 23400-23500,MENG 26020,MENG 26030,MENG 26201-26202,MENG 29501,MENG 29500",Molecular Engineering,major in molecular engineering -- quantum track,MATH 20900
major in neuroscience,"['MAJOR: BACHELOR OF SCIENCE', 'Seven electives', 'Three additional electives']","CHEM 11300,PHYS 12100-12200,STAT 22000,BIOS 24203,BIOS 24204,BIOS 24205,PSYC 20700,NSCI 20100",Neuroscience,major in neuroscience,No electives
major in russian and east european studies,"['Six courses in Russian or an East European language at the 20000 level or above', 'Two REES courses numbered 20000 to 25799', 'Four elective courses (must include at least two REES courses)']",check electives,Russian and East European Studies,major in russian and east european studies,No electives
mathematics ba,"['MAJOR', 'Two mathematics courses chosen from the List of Approved Courses', 'Four courses within the PSCD or from CPNS but outside of mathematics, at least two of which should be taken in a single department', 'BA Specific', 'A course from the List of Approved Courses']",MATH 20250,Mathematics,mathematics ba,CHEM 11300
mathematics ba,"['MAJOR', 'Two mathematics courses chosen from the List of Approved Courses', 'Four courses within the PSCD or from CPNS but outside of mathematics, at least two of which should be taken in a single department', 'BA Specific', 'A course from the List of Approved Courses']",MATH 20250,Mathematics,mathematics ba,PHYS 12300
mathematics ba,"['MAJOR', 'Two mathematics courses chosen from the List of Approved Courses', 'Four courses within the PSCD or from CPNS but outside of mathematics, at least two of which should be taken in a single department', 'BA Specific', 'A course from the List of Approved Courses']",MATH 20250,Mathematics,mathematics ba,MATH 16300
mathematics ba,"['MAJOR', 'Two mathematics courses chosen from the List of Approved Courses', 'Four courses within the PSCD or from CPNS but outside of mathematics, at least two of which should be taken in a single department', 'BA Specific', 'A course from the List of Approved Courses']",MATH 20250,Mathematics,mathematics ba,MATH 15910
mathematics ba,"['MAJOR', 'Two mathematics courses chosen from the List of Approved Courses', 'Four courses within the PSCD or from CPNS but outside of mathematics, at least two of which should be taken in a single department', 'BA Specific', 'A course from the List of Approved Courses']",MATH 20250,Mathematics,mathematics ba,MATH 20300-20400-20500
mathematics ba,"['MAJOR', 'Two mathematics courses chosen from the List of Approved Courses', 'Four courses within the PSCD or from CPNS but outside of mathematics, at least two of which should be taken in a single department', 'BA Specific', 'A course from the List of Approved Courses']",MATH 20250,Mathematics,mathematics ba,MATH 20700-20800-20900
mathematics ba,"['MAJOR', 'Two mathematics courses chosen from the List of Approved Courses', 'Four courses within the PSCD or from CPNS but outside of mathematics, at least two of which should be taken in a single department', 'BA Specific', 'A course from the List of Approved Courses']",MATH 20250,Mathematics,mathematics ba,MATH 25400
mathematics ba,"['MAJOR', 'Two mathematics courses chosen from the List of Approved Courses', 'Four courses within the PSCD or from CPNS but outside of mathematics, at least two of which should be taken in a single department', 'BA Specific', 'A course from the List of Approved Courses']",MATH 20250,Mathematics,mathematics ba,MATH 25700
mathematics ba,"['MAJOR', 'Two mathematics courses chosen from the List of Approved Courses', 'Four courses within the PSCD or from CPNS but outside of mathematics, at least two of which should be taken in a single department', 'BA Specific', 'A course from the List of Approved Courses']",MATH 20250,Mathematics,mathematics ba,MATH 25500
mathematics ba,"['MAJOR', 'Two mathematics courses chosen from the List of Approved Courses', 'Four courses within the PSCD or from CPNS but outside of mathematics, at least two of which should be taken in a single department', 'BA Specific', 'A course from the List of Approved Courses']",MATH 20250,Mathematics,mathematics ba,MATH 25800
mathematics bs,"['MAJOR', 'Two Mathematics courses chosen from the List of Approved Courses', 'Four courses within the PSCD or from CPNS  but outside of mathematics, at least two of which should be taken in a single department', 'BS Specific', 'Three courses that are not MATH courses but are either from the same PSCD department or CPNS']",MATH 20250,Mathematics,mathematics bs,CHEM 11300
mathematics bs,"['MAJOR', 'Two Mathematics courses chosen from the List of Approved Courses', 'Four courses within the PSCD or from CPNS  but outside of mathematics, at least two of which should be taken in a single department', 'BS Specific', 'Three courses that are not MATH courses but are either from the same PSCD department or CPNS']",MATH 20250,Mathematics,mathematics bs,PHYS 12300
mathematics bs,"['MAJOR', 'Two Mathematics courses chosen from the List of Approved Courses', 'Four courses within the PSCD or from CPNS  but outside of mathematics, at least two of which should be taken in a single department', 'BS Specific', 'Three courses that are not MATH courses but are either from the same PSCD department or CPNS']",MATH 20250,Mathematics,mathematics bs,MATH 16300
mathematics bs,"['MAJOR', 'Two Mathematics courses chosen from the List of Approved Courses', 'Four courses within the PSCD or from CPNS  but outside of mathematics, at least two of which should be taken in a single department', 'BS Specific', 'Three courses that are not MATH courses but are either from the same PSCD department or CPNS']",MATH 20250,Mathematics,mathematics bs,MATH 15910
mathematics bs,"['MAJOR', 'Two Mathematics courses chosen from the List of Approved Courses', 'Four courses within the PSCD or from CPNS  but outside of mathematics, at least two of which should be taken in a single department', 'BS Specific', 'Three courses that are not MATH courses but are either from the same PSCD department or CPNS']",MATH 20250,Mathematics,mathematics bs,MATH 20300-20400-20500
mathematics bs,"['MAJOR', 'Two Mathematics courses chosen from the List of Approved Courses', 'Four courses within the PSCD or from CPNS  but outside of mathematics, at least two of which should be taken in a single department', 'BS Specific', 'Three courses that are not MATH courses but are either from the same PSCD department or CPNS']",MATH 20250,Mathematics,mathematics bs,MATH 20700-20800-20900
mathematics bs,"['MAJOR', 'Two Mathematics courses chosen from the List of Approved Courses', 'Four courses within the PSCD or from CPNS  but outside of mathematics, at least two of which should be taken in a single department', 'BS Specific', 'Three courses that are not MATH courses but are either from the same PSCD department or CPNS']",MATH 20250,Mathematics,mathematics bs,MATH 25400
mathematics bs,"['MAJOR', 'Two Mathematics courses chosen from the List of Approved Courses', 'Four courses within the PSCD or from CPNS  but outside of mathematics, at least two of which should be taken in a single department', 'BS Specific', 'Three courses that are not MATH courses but are either from the same PSCD department or CPNS']",MATH 20250,Mathematics,mathematics bs,MATH 25700-25800
medieval studies,"['One course in history', 'One course in medieval language or literature', 'One course in art, archeology, architecture, or music', 'One course in philosophy or theology', 'Two electives']",check electives,Medieval Studies,medieval studies,No electives
music,"['Four additional courses numbered MUSI 20000 or above', ""Participation for at least three quarters in one of the Music Department's major ensembles""]","MUSI 15100-15200-15300,MUSI 23300,MUSI 27100-27200-27300,MUSI 28500",Music,music,No electives
near eastern languages and civilizations,"['Six courses in one Near Eastern language at any level', 'Two or three courses in one approved civilization sequence', 'Four or three approved electives relating to the Near East', 'Total Courses in the Major']",NEHC 29800,Near Eastern Languages and Civilizations,near eastern languages and civilizations,No electives
path a: gender and sexuality studies interdisciplinary major,"['MAJOR', 'Ten courses distributed according to the chronological, geographical, and disciplinary categories of Path A']","GNSE 10310,GNSE 29800,GNSE 29900",Gender and Sexuality Studies,path a: gender and sexuality studies interdisciplinary major,No electives
path b: gender and sexuality studies disciplinary major,['Five additional courses in Gender and Sexuality Studies'],GNSE 10310,Gender and Sexuality Studies,path b: gender and sexuality studies disciplinary major,No electives
philosophy and allied fields,"['Two of the following:', 'One from field A and two from field B', 'Two from field A and one from field B', 'Six additional courses, at least one of which must be in the Department of Philosophy']",PHIL 20100,Philosophy,philosophy and allied fields,PHIL 25000
philosophy and allied fields,"['Two of the following:', 'One from field A and two from field B', 'Two from field A and one from field B', 'Six additional courses, at least one of which must be in the Department of Philosophy']",PHIL 20100,Philosophy,philosophy and allied fields,PHIL 26000
philosophy and allied fields,"['Two of the following:', 'One from field A and two from field B', 'Two from field A and one from field B', 'Six additional courses, at least one of which must be in the Department of Philosophy']",PHIL 20100,Philosophy,philosophy and allied fields,PHIL 27000
physics,"['MAJOR', 'Note: students in PHYS\xa013300 must take PHYS\xa022000.', 'Three electives (to be selected from list of approved courses)']","PHYS 15400,PHYS 18500,PHYS 23400-23500,PHYS 21101-21102-21103,PHYS 22500-22700,PHYS 19700",Physics,physics,PHYS 13300
physics,"['MAJOR', 'Note: students in PHYS\xa013300 must take PHYS\xa022000.', 'Three electives (to be selected from list of approved courses)']","PHYS 15400,PHYS 18500,PHYS 23400-23500,PHYS 21101-21102-21103,PHYS 22500-22700,PHYS 19700",Physics,physics,PHYS 14300
physics,"['MAJOR', 'Note: students in PHYS\xa013300 must take PHYS\xa022000.', 'Three electives (to be selected from list of approved courses)']","PHYS 15400,PHYS 18500,PHYS 23400-23500,PHYS 21101-21102-21103,PHYS 22500-22700,PHYS 19700",Physics,physics,MATH 15300
physics,"['MAJOR', 'Note: students in PHYS\xa013300 must take PHYS\xa022000.', 'Three electives (to be selected from list of approved courses)']","PHYS 15400,PHYS 18500,PHYS 23400-23500,PHYS 21101-21102-21103,PHYS 22500-22700,PHYS 19700",Physics,physics,MATH 16300
physics,"['MAJOR', 'Note: students in PHYS\xa013300 must take PHYS\xa022000.', 'Three electives (to be selected from list of approved courses)']","PHYS 15400,PHYS 18500,PHYS 23400-23500,PHYS 21101-21102-21103,PHYS 22500-22700,PHYS 19700",Physics,physics,PHYS 22000
physics,"['MAJOR', 'Note: students in PHYS\xa013300 must take PHYS\xa022000.', 'Three electives (to be selected from list of approved courses)']","PHYS 15400,PHYS 18500,PHYS 23400-23500,PHYS 21101-21102-21103,PHYS 22500-22700,PHYS 19700",Physics,physics,PHYS 13300
physics,"['MAJOR', 'Note: students in PHYS\xa013300 must take PHYS\xa022000.', 'Three electives (to be selected from list of approved courses)']","PHYS 15400,PHYS 18500,PHYS 23400-23500,PHYS 21101-21102-21103,PHYS 22500-22700,PHYS 19700",Physics,physics,PHYS 22100
physics,"['MAJOR', 'Note: students in PHYS\xa013300 must take PHYS\xa022000.', 'Three electives (to be selected from list of approved courses)']","PHYS 15400,PHYS 18500,PHYS 23400-23500,PHYS 21101-21102-21103,PHYS 22500-22700,PHYS 19700",Physics,physics,MATH 20500
physics,"['MAJOR', 'Note: students in PHYS\xa013300 must take PHYS\xa022000.', 'Three electives (to be selected from list of approved courses)']","PHYS 15400,PHYS 18500,PHYS 23400-23500,PHYS 21101-21102-21103,PHYS 22500-22700,PHYS 19700",Physics,physics,MATH 20900
psychology,"['MAJOR', 'Four of the following:', 'Six electives']",PSYC 20200,Psychology,psychology,PSYC 20100
psychology,"['MAJOR', 'Four of the following:', 'Six electives']",PSYC 20200,Psychology,psychology,STAT 22000
psychology,"['MAJOR', 'Four of the following:', 'Six electives']",PSYC 20200,Psychology,psychology,PSYC 20300
psychology,"['MAJOR', 'Four of the following:', 'Six electives']",PSYC 20200,Psychology,psychology,PSYC 20400
psychology,"['MAJOR', 'Four of the following:', 'Six electives']",PSYC 20200,Psychology,psychology,PSYC 20500
psychology,"['MAJOR', 'Four of the following:', 'Six electives']",PSYC 20200,Psychology,psychology,PSYC 20600
psychology,"['MAJOR', 'Four of the following:', 'Six electives']",PSYC 20200,Psychology,psychology,PSYC 20700
public policy studies,"['MAJOR', 'Three courses in an area of specialization', 'BA paper']","PBPL 26400,PBPL 22100,ECON 20000,PBPL 20000,STAT 22000,STAT 23400,PBPL 26200-26300,PBPL 29800",Public Policy Studies,public policy studies,No electives
religious studies,"['One course in historical studies in religious traditions', 'One course in constructive studies in religion', 'One course in cultural studies in religion', 'Six additional courses in Religious Studies']","RLST 10100,RLST 29800,RLST 29900",Religious Studies,religious studies,No electives
romance languages and literatures,"['One of the following advanced language courses:', 'Five literature courses, including three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Six courses in literature equally divided between the same two Romance literatures, one of which must be FREN\xa021503, SPAN\xa021500, or the agreed-upon alternative in Italian', 'BA paper (if the student wishes to qualify for honors)']","FREN 21503,SPAN 21500",Romance Languages and Literatures,romance languages and literatures,FREN 20500
romance languages and literatures,"['One of the following advanced language courses:', 'Five literature courses, including three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Six courses in literature equally divided between the same two Romance literatures, one of which must be FREN\xa021503, SPAN\xa021500, or the agreed-upon alternative in Italian', 'BA paper (if the student wishes to qualify for honors)']","FREN 21503,SPAN 21500",Romance Languages and Literatures,romance languages and literatures,ITAL 20400
romance languages and literatures,"['One of the following advanced language courses:', 'Five literature courses, including three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Six courses in literature equally divided between the same two Romance literatures, one of which must be FREN\xa021503, SPAN\xa021500, or the agreed-upon alternative in Italian', 'BA paper (if the student wishes to qualify for honors)']","FREN 21503,SPAN 21500",Romance Languages and Literatures,romance languages and literatures,SPAN 20400
romance languages and literatures,"['One of the following advanced language courses:', 'Five literature courses, including three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Six courses in literature equally divided between the same two Romance literatures, one of which must be FREN\xa021503, SPAN\xa021500, or the agreed-upon alternative in Italian', 'BA paper (if the student wishes to qualify for honors)']","FREN 21503,SPAN 21500",Romance Languages and Literatures,romance languages and literatures,SPAN 20402
romance languages and literatures,"['One of the following advanced language courses:', 'Five literature courses, including three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Six courses in literature equally divided between the same two Romance literatures, one of which must be FREN\xa021503, SPAN\xa021500, or the agreed-upon alternative in Italian', 'BA paper (if the student wishes to qualify for honors)']","FREN 21503,SPAN 21500",Romance Languages and Literatures,romance languages and literatures,SPAN 20500
romance languages and literatures,"['One of the following advanced language courses:', 'Five literature courses, including three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Six courses in literature equally divided between the same two Romance literatures, one of which must be FREN\xa021503, SPAN\xa021500, or the agreed-upon alternative in Italian', 'BA paper (if the student wishes to qualify for honors)']","FREN 21503,SPAN 21500",Romance Languages and Literatures,romance languages and literatures,SPAN 20602
romance languages and literatures,"['One of the following advanced language courses:', 'Five literature courses, including three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Six courses in literature equally divided between the same two Romance literatures, one of which must be FREN\xa021503, SPAN\xa021500, or the agreed-upon alternative in Italian', 'BA paper (if the student wishes to qualify for honors)']","FREN 21503,SPAN 21500",Romance Languages and Literatures,romance languages and literatures,FREN 20500
romance languages and literatures,"['One of the following advanced language courses:', 'Five literature courses, including three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Six courses in literature equally divided between the same two Romance literatures, one of which must be FREN\xa021503, SPAN\xa021500, or the agreed-upon alternative in Italian', 'BA paper (if the student wishes to qualify for honors)']","FREN 21503,SPAN 21500",Romance Languages and Literatures,romance languages and literatures,ITAL 20400
romance languages and literatures,"['One of the following advanced language courses:', 'Five literature courses, including three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Six courses in literature equally divided between the same two Romance literatures, one of which must be FREN\xa021503, SPAN\xa021500, or the agreed-upon alternative in Italian', 'BA paper (if the student wishes to qualify for honors)']","FREN 21503,SPAN 21500",Romance Languages and Literatures,romance languages and literatures,PORT 21500
romance languages and literatures,"['One of the following advanced language courses:', 'Five literature courses, including three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Six courses in literature equally divided between the same two Romance literatures, one of which must be FREN\xa021503, SPAN\xa021500, or the agreed-upon alternative in Italian', 'BA paper (if the student wishes to qualify for honors)']","FREN 21503,SPAN 21500",Romance Languages and Literatures,romance languages and literatures,SPAN 20400
romance languages and literatures,"['One of the following advanced language courses:', 'Five literature courses, including three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Six courses in literature equally divided between the same two Romance literatures, one of which must be FREN\xa021503, SPAN\xa021500, or the agreed-upon alternative in Italian', 'BA paper (if the student wishes to qualify for honors)']","FREN 21503,SPAN 21500",Romance Languages and Literatures,romance languages and literatures,SPAN 20402
romance languages and literatures,"['One of the following advanced language courses:', 'Five literature courses, including three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Six courses in literature equally divided between the same two Romance literatures, one of which must be FREN\xa021503, SPAN\xa021500, or the agreed-upon alternative in Italian', 'BA paper (if the student wishes to qualify for honors)']","FREN 21503,SPAN 21500",Romance Languages and Literatures,romance languages and literatures,SPAN 20500
romance languages and literatures,"['One of the following advanced language courses:', 'Five literature courses, including three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Six courses in literature equally divided between the same two Romance literatures, one of which must be FREN\xa021503, SPAN\xa021500, or the agreed-upon alternative in Italian', 'BA paper (if the student wishes to qualify for honors)']","FREN 21503,SPAN 21500",Romance Languages and Literatures,romance languages and literatures,SPAN 20602
romance languages and literatures,"['One of the following advanced language courses:', 'Five literature courses, including three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Six courses in literature equally divided between the same two Romance literatures, one of which must be FREN\xa021503, SPAN\xa021500, or the agreed-upon alternative in Italian', 'BA paper (if the student wishes to qualify for honors)']","FREN 21503,SPAN 21500",Romance Languages and Literatures,romance languages and literatures,FREN 21503
romance languages and literatures,"['One of the following advanced language courses:', 'Five literature courses, including three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Six courses in literature equally divided between the same two Romance literatures, one of which must be FREN\xa021503, SPAN\xa021500, or the agreed-upon alternative in Italian', 'BA paper (if the student wishes to qualify for honors)']","FREN 21503,SPAN 21500",Romance Languages and Literatures,romance languages and literatures,SPAN 21500
romance languages and literatures,"['One of the following advanced language courses:', 'An intermediate-advanced Catalan language course', 'Three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Four courses in the same Romance literature (French, Italian, or Spanish)', 'Three courses in a second Romance literature (Catalan, French, Italian, Portuguese, or Spanish)', 'The agreed-upon alternative in Catalan, Italian, or Portuguese', 'BA paper (if the student wishes to qualify for honors)']",check electives,Romance Languages and Literatures,romance languages and literatures,FREN 20500
romance languages and literatures,"['One of the following advanced language courses:', 'An intermediate-advanced Catalan language course', 'Three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Four courses in the same Romance literature (French, Italian, or Spanish)', 'Three courses in a second Romance literature (Catalan, French, Italian, Portuguese, or Spanish)', 'The agreed-upon alternative in Catalan, Italian, or Portuguese', 'BA paper (if the student wishes to qualify for honors)']",check electives,Romance Languages and Literatures,romance languages and literatures,ITAL 20400
romance languages and literatures,"['One of the following advanced language courses:', 'An intermediate-advanced Catalan language course', 'Three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Four courses in the same Romance literature (French, Italian, or Spanish)', 'Three courses in a second Romance literature (Catalan, French, Italian, Portuguese, or Spanish)', 'The agreed-upon alternative in Catalan, Italian, or Portuguese', 'BA paper (if the student wishes to qualify for honors)']",check electives,Romance Languages and Literatures,romance languages and literatures,SPAN 20400
romance languages and literatures,"['One of the following advanced language courses:', 'An intermediate-advanced Catalan language course', 'Three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Four courses in the same Romance literature (French, Italian, or Spanish)', 'Three courses in a second Romance literature (Catalan, French, Italian, Portuguese, or Spanish)', 'The agreed-upon alternative in Catalan, Italian, or Portuguese', 'BA paper (if the student wishes to qualify for honors)']",check electives,Romance Languages and Literatures,romance languages and literatures,SPAN 20402
romance languages and literatures,"['One of the following advanced language courses:', 'An intermediate-advanced Catalan language course', 'Three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Four courses in the same Romance literature (French, Italian, or Spanish)', 'Three courses in a second Romance literature (Catalan, French, Italian, Portuguese, or Spanish)', 'The agreed-upon alternative in Catalan, Italian, or Portuguese', 'BA paper (if the student wishes to qualify for honors)']",check electives,Romance Languages and Literatures,romance languages and literatures,SPAN 20500
romance languages and literatures,"['One of the following advanced language courses:', 'An intermediate-advanced Catalan language course', 'Three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Four courses in the same Romance literature (French, Italian, or Spanish)', 'Three courses in a second Romance literature (Catalan, French, Italian, Portuguese, or Spanish)', 'The agreed-upon alternative in Catalan, Italian, or Portuguese', 'BA paper (if the student wishes to qualify for honors)']",check electives,Romance Languages and Literatures,romance languages and literatures,SPAN 20602
romance languages and literatures,"['One of the following advanced language courses:', 'An intermediate-advanced Catalan language course', 'Three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Four courses in the same Romance literature (French, Italian, or Spanish)', 'Three courses in a second Romance literature (Catalan, French, Italian, Portuguese, or Spanish)', 'The agreed-upon alternative in Catalan, Italian, or Portuguese', 'BA paper (if the student wishes to qualify for honors)']",check electives,Romance Languages and Literatures,romance languages and literatures,FREN 20500
romance languages and literatures,"['One of the following advanced language courses:', 'An intermediate-advanced Catalan language course', 'Three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Four courses in the same Romance literature (French, Italian, or Spanish)', 'Three courses in a second Romance literature (Catalan, French, Italian, Portuguese, or Spanish)', 'The agreed-upon alternative in Catalan, Italian, or Portuguese', 'BA paper (if the student wishes to qualify for honors)']",check electives,Romance Languages and Literatures,romance languages and literatures,ITAL 20400
romance languages and literatures,"['One of the following advanced language courses:', 'An intermediate-advanced Catalan language course', 'Three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Four courses in the same Romance literature (French, Italian, or Spanish)', 'Three courses in a second Romance literature (Catalan, French, Italian, Portuguese, or Spanish)', 'The agreed-upon alternative in Catalan, Italian, or Portuguese', 'BA paper (if the student wishes to qualify for honors)']",check electives,Romance Languages and Literatures,romance languages and literatures,PORT 21500
romance languages and literatures,"['One of the following advanced language courses:', 'An intermediate-advanced Catalan language course', 'Three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Four courses in the same Romance literature (French, Italian, or Spanish)', 'Three courses in a second Romance literature (Catalan, French, Italian, Portuguese, or Spanish)', 'The agreed-upon alternative in Catalan, Italian, or Portuguese', 'BA paper (if the student wishes to qualify for honors)']",check electives,Romance Languages and Literatures,romance languages and literatures,SPAN 20400
romance languages and literatures,"['One of the following advanced language courses:', 'An intermediate-advanced Catalan language course', 'Three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Four courses in the same Romance literature (French, Italian, or Spanish)', 'Three courses in a second Romance literature (Catalan, French, Italian, Portuguese, or Spanish)', 'The agreed-upon alternative in Catalan, Italian, or Portuguese', 'BA paper (if the student wishes to qualify for honors)']",check electives,Romance Languages and Literatures,romance languages and literatures,SPAN 20402
romance languages and literatures,"['One of the following advanced language courses:', 'An intermediate-advanced Catalan language course', 'Three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Four courses in the same Romance literature (French, Italian, or Spanish)', 'Three courses in a second Romance literature (Catalan, French, Italian, Portuguese, or Spanish)', 'The agreed-upon alternative in Catalan, Italian, or Portuguese', 'BA paper (if the student wishes to qualify for honors)']",check electives,Romance Languages and Literatures,romance languages and literatures,SPAN 20500
romance languages and literatures,"['One of the following advanced language courses:', 'An intermediate-advanced Catalan language course', 'Three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Four courses in the same Romance literature (French, Italian, or Spanish)', 'Three courses in a second Romance literature (Catalan, French, Italian, Portuguese, or Spanish)', 'The agreed-upon alternative in Catalan, Italian, or Portuguese', 'BA paper (if the student wishes to qualify for honors)']",check electives,Romance Languages and Literatures,romance languages and literatures,SPAN 20602
romance languages and literatures,"['One of the following advanced language courses:', 'An intermediate-advanced Catalan language course', 'Three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Four courses in the same Romance literature (French, Italian, or Spanish)', 'Three courses in a second Romance literature (Catalan, French, Italian, Portuguese, or Spanish)', 'The agreed-upon alternative in Catalan, Italian, or Portuguese', 'BA paper (if the student wishes to qualify for honors)']",check electives,Romance Languages and Literatures,romance languages and literatures,FREN 21503
romance languages and literatures,"['One of the following advanced language courses:', 'An intermediate-advanced Catalan language course', 'Three introductory literature courses in French or Spanish, or the agreed-upon alternative in Italian', 'Four courses in the same Romance literature (French, Italian, or Spanish)', 'Three courses in a second Romance literature (Catalan, French, Italian, Portuguese, or Spanish)', 'The agreed-upon alternative in Catalan, Italian, or Portuguese', 'BA paper (if the student wishes to qualify for honors)']",check electives,Romance Languages and Literatures,romance languages and literatures,SPAN 21500
sociology,"['Two of the following:', 'or approved substitute', 'Three approved courses in an area of specialization', 'Four additional courses in sociology or related fields']","SOCI 20004,SOCI 29998",Sociology,sociology,SOCI 20002
sociology,"['Two of the following:', 'or approved substitute', 'Three approved courses in an area of specialization', 'Four additional courses in sociology or related fields']","SOCI 20004,SOCI 29998",Sociology,sociology,SOCI 20005
sociology,"['Two of the following:', 'or approved substitute', 'Three approved courses in an area of specialization', 'Four additional courses in sociology or related fields']","SOCI 20004,SOCI 29998",Sociology,sociology,SOCI 20001
sociology,"['Two of the following:', 'or approved substitute', 'Three approved courses in an area of specialization', 'Four additional courses in sociology or related fields']","SOCI 20004,SOCI 29998",Sociology,sociology,SOCI 20111
sociology,"['Two of the following:', 'or approved substitute', 'Three approved courses in an area of specialization', 'Four additional courses in sociology or related fields']","SOCI 20004,SOCI 29998",Sociology,sociology,SOCI 20140
south asian languages and civilizations,"['Zero to two courses of the following:', 'Three courses in a South Asian language at any level', 'Six courses related to South Asia']",check electives,South Asian Languages and Civilizations,south asian languages and civilizations,SALC 20100-20200
south asian languages and civilizations,"['Zero to two courses of the following:', 'Three courses in a South Asian language at any level', 'Six courses related to South Asia']",check electives,South Asian Languages and Civilizations,south asian languages and civilizations,SOSC 23004-23005
theater and performance studies,"['Six theory and analysis courses', 'Six artistic practice courses']",TAPS 29800,Theater and Performance Studies,theater and performance studies,No electives
